Shipment_ID,Order_Date,Shipment_Date,Delivery_Date,Customer_ID,Customer_Region,Warehouse_Location,Product_Category,Shipping_Method,Shipping_Cost,Delivery_Status,Quantity_Shipped,Weight_Shipped,Distance_Shipped,Shipping_Provider,Handling_Cost,Fuel_Surcharge,Shipment_Value,Return_Status,Damaged_Goods,Customer_Satisfaction_Score,Delivery_Days,Carrier_On_Time_Percentage
796,3/6/2021,3/9/2021,3/15/2021,1398,South America,Berlin,Furniture,Ground,45.33289753,On-Time,16,6.968046196,1890.706134,UPS,9.137706096,3.626169516,439.4807396,No,No,1.364528693,8,89.81765632
797,3/7/2021,3/8/2021,3/15/2021,2733,South America,Johannesburg,Electronics,Sea,40.78203978,Delayed,7,37.20346962,16.82624197,DHL,19.83651455,1.277829546,846.558556,Yes,Yes,1.588809844,5,83.46577857
798,3/8/2021,3/11/2021,3/15/2021,2582,South America,Berlin,Toys,Sea,84.9015196,On-Time,1,83.36111561,2238.530514,FedEx,4.806672539,1.214426157,225.9171419,No,No,3.035285794,3,95.1163484
799,3/9/2021,3/10/2021,3/16/2021,3125,Asia,Berlin,Toys,Air,34.73180297,Delayed,9,32.9688656,1390.832788,FedEx,6.563895967,2.815350401,577.1000809,No,No,4.68758321,9,98.95170825
800,3/10/2021,3/13/2021,3/18/2021,3171,South America,Berlin,Electronics,Ground,75.98377208,Delayed,18,72.91949918,530.6896005,DHL,3.602290245,0.533754942,736.1215934,Yes,No,4.438270355,9,98.4161348
801,3/11/2021,3/12/2021,3/17/2021,1074,North America,São Paulo,Electronics,Ground,18.46538382,On-Time,45,9.844041501,385.041241,DHL,6.891293297,6.885121884,908.7773633,No,No,4.87501377,3,94.77306173
802,3/12/2021,3/14/2021,3/18/2021,4942,Africa,São Paulo,Electronics,Ground,95.62567352,On-Time,47,66.10783115,1744.316053,FedEx,15.82287593,0.739888842,889.7224766,Yes,No,3.601916261,9,87.94404673
803,3/13/2021,3/14/2021,3/19/2021,3184,Africa,Johannesburg,Toys,Ground,66.00849735,Delayed,3,32.01634473,3077.63937,FedEx,17.35263845,2.032895554,533.303275,No,No,3.703259466,7,86.40870946
804,3/14/2021,3/15/2021,3/18/2021,1601,Europe,São Paulo,Apparel,Sea,73.60467193,Delayed,24,75.10041143,4189.221384,DHL,16.02006761,0.928997145,661.0033786,Yes,No,3.500091996,9,81.30237018
805,3/15/2021,3/17/2021,3/21/2021,4471,Europe,Johannesburg,Electronics,Air,36.82353989,On-Time,28,14.0570754,925.9805923,DHL,13.35918401,0.631677309,424.5258493,No,No,3.491275691,8,87.90943977
806,3/16/2021,3/20/2021,3/21/2021,1836,Africa,São Paulo,Furniture,Air,47.08869118,Delayed,10,89.83939609,2128.973417,FedEx,11.25139723,2.677516655,494.7688747,Yes,Yes,1.58848138,7,82.96492336
807,3/17/2021,3/21/2021,3/20/2021,2528,North America,New York,Toys,Sea,30.14005476,On-Time,9,24.63643169,1965.861139,UPS,14.75667721,5.718989677,910.9525029,No,Yes,3.174955825,4,84.83235956
808,3/18/2021,3/19/2021,3/24/2021,1499,Asia,New York,Food,Ground,93.92824772,On-Time,13,35.63721043,2571.836106,FedEx,9.035003887,9.646855564,934.1687935,Yes,Yes,2.544271734,9,96.94584869
809,3/19/2021,3/21/2021,3/27/2021,2596,Asia,Johannesburg,Food,Air,53.92940024,Delayed,48,95.04298073,4049.840481,DHL,17.14355033,8.755566543,900.6433552,Yes,No,2.770148863,8,98.401987
810,3/20/2021,3/21/2021,3/23/2021,1137,North America,São Paulo,Furniture,Air,66.74033041,On-Time,35,58.05899479,2772.689638,DHL,14.18942169,8.759339254,181.4523187,Yes,Yes,3.094402292,8,98.02262101
811,3/21/2021,3/24/2021,3/25/2021,3097,Asia,São Paulo,Apparel,Sea,76.08448275,On-Time,23,36.89426614,4234.808018,UPS,14.56048457,1.76067036,857.5798203,Yes,Yes,1.513584687,4,83.67375803
812,3/22/2021,3/25/2021,3/30/2021,2794,South America,Berlin,Electronics,Ground,43.3995482,Delayed,47,94.98541363,2597.573263,FedEx,11.64684788,2.649071935,950.9455445,Yes,Yes,2.437950935,5,97.11698996
813,3/23/2021,3/24/2021,3/26/2021,1972,Africa,Tokyo,Toys,Air,74.80914891,On-Time,17,33.24320298,3023.198352,DHL,17.93412172,0.763933168,393.1872098,No,No,1.253798244,3,82.68860072
814,3/24/2021,3/28/2021,4/1/2021,2642,Africa,Johannesburg,Electronics,Ground,70.83932408,On-Time,46,9.939635911,2192.54238,FedEx,6.536265206,7.784683399,542.713975,No,Yes,4.918672522,5,89.64554395
815,3/25/2021,3/29/2021,3/29/2021,4696,North America,Tokyo,Toys,Air,73.50934005,On-Time,7,99.68646434,4117.246946,DHL,8.86065776,0.698163015,790.140493,Yes,Yes,1.474112115,9,92.22960398
816,3/26/2021,3/27/2021,3/31/2021,2885,Asia,Tokyo,Food,Sea,54.03069102,On-Time,16,27.1505696,4619.89776,UPS,15.99756625,5.566956708,583.9742307,Yes,Yes,2.034098954,9,88.78687059
817,3/27/2021,3/28/2021,3/31/2021,3301,Europe,Johannesburg,Electronics,Ground,44.46436441,Delayed,40,85.20015595,3199.332243,FedEx,10.86948013,2.478755723,993.8093456,No,Yes,4.565171707,7,98.08491127
818,3/28/2021,3/31/2021,4/1/2021,4701,Europe,São Paulo,Furniture,Sea,29.98739694,On-Time,36,16.97130908,4105.704421,FedEx,18.00585224,2.43445634,482.9276969,No,Yes,2.930840185,6,86.33104174
819,3/29/2021,4/2/2021,4/6/2021,3028,Asia,Johannesburg,Apparel,Air,84.21637175,Delayed,20,73.26972019,304.4266367,UPS,8.235187756,9.907250552,728.2455756,Yes,Yes,1.542548806,9,90.0201756
820,3/30/2021,3/31/2021,4/8/2021,3757,Europe,Tokyo,Furniture,Sea,64.75150419,On-Time,24,52.68271475,4531.49764,DHL,8.647943039,7.56779807,802.9615832,No,Yes,2.536922152,9,81.43354877
821,3/31/2021,4/3/2021,4/7/2021,4920,North America,São Paulo,Apparel,Sea,49.99169765,Delayed,47,98.10020255,952.7360835,DHL,17.99724421,8.369393583,519.395395,Yes,No,1.463471977,7,96.19226702
822,4/1/2021,4/5/2021,4/7/2021,2900,North America,New York,Electronics,Sea,94.9596316,On-Time,5,55.50662043,1290.036932,FedEx,10.35866576,5.719826853,864.1346154,Yes,Yes,1.800863988,6,87.85390452
823,4/2/2021,4/4/2021,4/8/2021,3610,Asia,Johannesburg,Electronics,Air,14.30549313,Delayed,45,2.989007613,276.1170404,UPS,11.29024252,8.710142874,568.8468616,Yes,Yes,1.208119388,3,93.3101102
824,4/3/2021,4/6/2021,4/8/2021,3804,Europe,Johannesburg,Apparel,Ground,86.51547507,On-Time,6,60.58585997,4827.346584,FedEx,7.989746876,6.454905392,441.068257,No,No,2.752909978,3,92.96266699
825,4/4/2021,4/8/2021,4/9/2021,4986,North America,São Paulo,Food,Sea,99.78243337,On-Time,28,14.95898741,4261.534139,FedEx,6.980058959,9.461737048,152.4324902,Yes,No,4.226544487,8,92.84899496
826,4/5/2021,4/9/2021,4/11/2021,2449,North America,New York,Toys,Ground,89.82478998,On-Time,5,79.95482107,4566.791174,DHL,13.8070768,2.81338586,423.7428975,No,No,3.343876715,3,89.6318273
827,4/6/2021,4/9/2021,4/13/2021,1546,South America,New York,Furniture,Air,82.93929271,On-Time,49,85.72853555,4237.608677,DHL,4.157131908,5.953195458,747.239632,No,No,3.425381222,4,85.27285702
828,4/7/2021,4/9/2021,4/13/2021,4373,South America,São Paulo,Furniture,Ground,43.68753941,Delayed,39,48.46830512,2402.857458,DHL,17.82690754,6.901313479,925.2220911,No,No,1.80233612,4,91.87679661
829,4/8/2021,4/11/2021,4/17/2021,1921,North America,Berlin,Furniture,Sea,30.8182764,Delayed,38,78.43053498,4621.168851,DHL,16.02565646,3.92937305,289.0954337,No,Yes,2.375575373,6,98.27403857
830,4/9/2021,4/13/2021,4/16/2021,1580,Asia,Johannesburg,Electronics,Sea,76.13654684,On-Time,2,14.93851818,4847.669374,DHL,5.433468747,8.797079824,387.4737415,Yes,Yes,4.380968415,5,95.84503586
831,4/10/2021,4/11/2021,4/15/2021,2372,Africa,Johannesburg,Furniture,Sea,37.41178297,Delayed,43,49.46177956,2517.809214,UPS,14.49235902,9.798031631,196.2629444,Yes,Yes,1.351424737,8,82.0665964
832,4/11/2021,4/12/2021,4/14/2021,4903,Africa,Tokyo,Toys,Sea,25.84357139,On-Time,39,39.69745434,886.3676588,FedEx,12.84739258,4.937694914,706.1867495,No,No,4.431722615,5,80.44056063
833,4/12/2021,4/15/2021,4/20/2021,2956,North America,São Paulo,Toys,Sea,80.78732984,On-Time,21,61.32608001,3296.52632,UPS,5.321630913,3.906406548,962.1790085,Yes,Yes,2.934760105,6,89.48045578
834,4/13/2021,4/17/2021,4/22/2021,3003,North America,Tokyo,Apparel,Sea,38.1289287,Delayed,40,4.925480286,4877.437066,FedEx,6.917663109,4.719379286,658.9046089,No,Yes,4.348589725,4,94.74075768
835,4/14/2021,4/15/2021,4/23/2021,3096,North America,Tokyo,Electronics,Air,92.29975565,Delayed,37,75.33622241,4362.012831,DHL,9.361757067,8.527367457,636.2227035,Yes,No,2.272025678,7,85.96414851
836,4/15/2021,4/19/2021,4/20/2021,3964,Asia,New York,Toys,Air,85.65693803,Delayed,18,8.373364303,4310.457729,UPS,14.58636923,6.454684255,575.815434,Yes,No,2.355371806,9,93.32352728
837,4/16/2021,4/19/2021,4/21/2021,4145,South America,Johannesburg,Food,Air,86.28762966,On-Time,48,65.81891599,4669.751904,FedEx,13.49702136,0.447723725,134.0329537,Yes,Yes,4.006419473,8,97.70650402
838,4/17/2021,4/18/2021,4/21/2021,1703,North America,Tokyo,Electronics,Ground,79.44127535,On-Time,46,2.336493941,4470.82178,DHL,11.58022726,5.421699104,743.0286351,Yes,No,4.139984694,6,88.72070563
839,4/18/2021,4/22/2021,4/27/2021,3308,North America,New York,Electronics,Ground,89.27932814,Delayed,12,83.27286234,3883.645503,DHL,15.83138978,0.173001227,621.9470664,Yes,Yes,1.918578712,5,84.63903347
840,4/19/2021,4/20/2021,4/23/2021,3403,Europe,São Paulo,Toys,Air,82.5172203,On-Time,17,17.88261321,3594.181432,UPS,15.64287931,7.78535371,678.4029304,Yes,No,4.891485299,6,97.43739938
841,4/20/2021,4/23/2021,4/24/2021,4653,Asia,Tokyo,Food,Ground,64.22602272,Delayed,37,51.79199886,1331.188197,UPS,13.12146477,3.283122735,903.8705384,No,Yes,1.337960417,6,88.97301532
842,4/21/2021,4/25/2021,4/29/2021,2625,North America,Johannesburg,Apparel,Ground,36.62404467,Delayed,46,26.51854392,3110.486707,UPS,16.1658215,4.720074821,794.7627477,Yes,Yes,1.274011852,3,87.74894683
843,4/22/2021,4/23/2021,4/26/2021,4331,Europe,Tokyo,Toys,Sea,89.93882739,Delayed,38,72.40339661,2612.228222,DHL,8.016740746,7.986781059,791.8694895,Yes,Yes,3.382016861,4,86.71386986
844,4/23/2021,4/26/2021,4/30/2021,1637,Africa,São Paulo,Food,Sea,85.65432605,Delayed,15,32.47443447,4311.101017,FedEx,17.86249151,0.464488173,930.8245804,Yes,No,3.890963071,8,88.0373221
845,4/24/2021,4/25/2021,4/30/2021,3790,North America,Tokyo,Electronics,Ground,52.559139,Delayed,7,72.59861476,2463.645742,FedEx,13.06838154,1.585415356,990.4382039,No,No,4.843544517,3,92.79949923
846,4/25/2021,4/26/2021,4/28/2021,4366,North America,Johannesburg,Food,Ground,13.51708174,Delayed,14,28.84468508,647.4363901,UPS,16.80254325,3.979603764,602.2185954,Yes,No,2.619783123,4,88.24067292
847,4/26/2021,4/28/2021,5/1/2021,2009,Europe,New York,Electronics,Air,67.46893547,On-Time,1,75.37107255,34.81270176,FedEx,11.83302389,2.299251635,153.4375352,Yes,No,1.101165636,6,86.16025388
848,4/27/2021,4/29/2021,5/4/2021,3978,Asia,Johannesburg,Toys,Ground,14.55371683,On-Time,38,3.545246886,3392.586871,DHL,5.93188841,3.379014258,486.1734124,Yes,Yes,3.411585358,4,94.12911565
849,4/28/2021,5/1/2021,5/1/2021,1640,North America,New York,Toys,Sea,93.36519657,Delayed,3,28.68947787,2754.042852,FedEx,11.76338232,9.981747379,798.2210891,No,Yes,2.158784082,5,83.85645711
850,4/29/2021,5/1/2021,5/8/2021,3839,Africa,Berlin,Furniture,Ground,96.5468131,Delayed,37,50.11403389,1661.504893,DHL,8.680009948,8.254144376,76.33905852,Yes,Yes,2.731788485,8,83.83674077
851,4/30/2021,5/3/2021,5/9/2021,4384,North America,Johannesburg,Furniture,Air,27.05411313,Delayed,44,4.983428401,853.1710287,UPS,14.55498265,8.83901815,104.0430664,No,Yes,2.953877929,3,93.23227519
852,5/1/2021,5/3/2021,5/10/2021,3659,Africa,Johannesburg,Furniture,Sea,70.87504402,On-Time,31,19.01038911,2338.909459,FedEx,10.56428825,9.370546336,113.7998933,No,No,1.258050443,8,96.46742407
853,5/2/2021,5/3/2021,5/9/2021,2861,South America,São Paulo,Toys,Sea,18.30421041,Delayed,43,93.48642967,510.4294977,DHL,17.05003049,3.409358803,744.4839704,Yes,No,2.943927138,6,84.58300595
854,5/3/2021,5/6/2021,5/10/2021,3856,South America,Tokyo,Apparel,Sea,75.65652357,Delayed,13,97.69500939,1687.181361,UPS,14.20530522,2.970769578,526.1082971,Yes,No,2.705278667,5,83.63137452
855,5/4/2021,5/7/2021,5/9/2021,2205,Africa,New York,Toys,Sea,41.25588995,Delayed,48,74.10511977,1902.267412,UPS,14.32179979,2.340624926,400.4530463,No,No,3.850177061,4,92.73581174
856,5/5/2021,5/6/2021,5/11/2021,1685,Asia,New York,Food,Ground,71.29451006,On-Time,18,25.59390504,2333.437287,UPS,5.908796003,8.301169113,150.336193,No,Yes,3.582663645,9,91.79524791
857,5/6/2021,5/9/2021,5/10/2021,2851,North America,São Paulo,Toys,Air,43.55888583,Delayed,17,26.42148582,2338.437549,UPS,19.7164958,6.795518623,745.6282377,Yes,No,1.740862873,4,88.49779458
858,5/7/2021,5/10/2021,5/16/2021,4435,North America,São Paulo,Toys,Ground,23.10107588,On-Time,17,64.7561406,1292.458161,FedEx,17.15015377,2.361719825,354.96882,Yes,No,1.824555673,5,81.82135216
859,5/8/2021,5/10/2021,5/16/2021,1187,South America,Tokyo,Electronics,Ground,46.54989825,On-Time,11,12.20116185,4252.552798,DHL,16.20208792,3.769938292,302.0578666,No,No,2.004024715,9,81.74392319
860,5/9/2021,5/12/2021,5/15/2021,4640,Africa,Tokyo,Electronics,Sea,20.1406174,Delayed,20,94.85678335,1784.162096,FedEx,7.943874053,5.067117639,669.7032415,No,Yes,1.715801761,4,94.76949399
861,5/10/2021,5/14/2021,5/18/2021,4614,North America,Johannesburg,Electronics,Air,61.91949475,On-Time,10,22.8688835,1155.640671,DHL,11.64136975,5.281400573,581.060348,No,Yes,3.628852799,3,88.58361323
862,5/11/2021,5/12/2021,5/16/2021,2619,North America,Berlin,Toys,Sea,13.68563789,On-Time,29,99.96374473,887.2913182,UPS,4.467857385,8.887277286,394.2901097,No,Yes,4.977720717,7,96.30137473
863,5/12/2021,5/14/2021,5/17/2021,2687,Asia,Tokyo,Apparel,Ground,57.45877116,On-Time,48,49.82551263,1619.666189,FedEx,11.69256758,3.805661329,659.4130973,Yes,No,3.608433362,4,90.91993938
864,5/13/2021,5/15/2021,5/18/2021,1984,Europe,São Paulo,Food,Ground,89.77317824,Delayed,34,77.2572839,347.0888861,UPS,4.626006437,9.085240305,307.6604444,No,Yes,3.426726185,6,91.75602468
865,5/14/2021,5/18/2021,5/17/2021,1547,South America,Tokyo,Food,Sea,85.40859431,On-Time,17,0.717317403,174.2085397,DHL,11.95468119,4.413675603,805.0887485,Yes,Yes,2.639711733,4,97.7496944
866,5/15/2021,5/16/2021,5/23/2021,3772,South America,New York,Apparel,Ground,89.45035297,Delayed,42,88.93026727,3029.659562,UPS,13.67699384,7.463726748,267.8530028,No,Yes,2.250321035,8,83.12770199
867,5/16/2021,5/17/2021,5/22/2021,3973,Europe,Berlin,Apparel,Ground,92.98439219,Delayed,13,27.36520346,3099.544209,FedEx,9.02352741,9.3025432,200.8958106,No,Yes,4.644295028,6,90.31746036
868,5/17/2021,5/19/2021,5/23/2021,2431,North America,Johannesburg,Food,Sea,19.40750991,Delayed,44,66.95970608,2652.645131,FedEx,10.97380781,9.07575704,793.317439,Yes,Yes,4.876007497,4,81.1046334
869,5/18/2021,5/21/2021,5/25/2021,1875,Asia,New York,Furniture,Ground,21.58724826,On-Time,47,80.73235044,3813.803124,DHL,17.76176098,0.569528673,722.4974292,Yes,Yes,2.987104702,4,86.81957591
870,5/19/2021,5/21/2021,5/26/2021,1617,Asia,New York,Electronics,Air,60.13061257,Delayed,39,16.83270019,205.3612159,DHL,3.954136605,2.05704295,223.5070269,Yes,No,2.160801982,6,82.8138715
871,5/20/2021,5/21/2021,5/29/2021,3461,South America,Berlin,Electronics,Sea,90.45754016,On-Time,27,44.52969339,4680.50581,FedEx,16.25119207,4.769054255,160.4334651,Yes,No,4.080488831,3,83.56888328
872,5/21/2021,5/25/2021,5/28/2021,2365,Asia,Johannesburg,Food,Air,97.69145109,On-Time,26,49.63667609,484.3749651,FedEx,5.073581918,4.3155429,846.4791341,No,Yes,1.529827163,9,97.76109968
873,5/22/2021,5/24/2021,5/27/2021,2243,Europe,São Paulo,Apparel,Ground,14.16357256,On-Time,28,31.5558868,3373.374742,FedEx,2.66074369,6.408916648,787.7685581,Yes,No,4.062352951,9,91.60296804
874,5/23/2021,5/24/2021,5/29/2021,1902,North America,Johannesburg,Furniture,Ground,42.01966758,On-Time,13,48.43470506,675.6489788,FedEx,5.340342849,9.447090508,360.894505,Yes,Yes,4.275793497,7,96.95100453
875,5/24/2021,5/26/2021,6/1/2021,1162,Europe,Tokyo,Food,Sea,29.16048292,Delayed,12,32.09579294,4400.728112,DHL,15.77077742,1.124047113,675.2875378,Yes,No,1.499615779,7,88.4268835
876,5/25/2021,5/28/2021,5/30/2021,2974,Africa,New York,Electronics,Ground,78.0369264,Delayed,44,36.39440063,2558.459302,FedEx,9.29226932,4.518586651,167.9521772,No,Yes,4.907445875,9,91.35522359
877,5/26/2021,5/28/2021,5/29/2021,4291,South America,Tokyo,Toys,Sea,67.61744817,On-Time,28,67.09845228,420.6447697,DHL,17.7053693,1.924110379,531.6952761,No,No,4.942049162,3,80.60979573
878,5/27/2021,5/29/2021,6/3/2021,1269,Asia,São Paulo,Apparel,Sea,20.78992283,Delayed,2,63.4430302,3087.453322,FedEx,11.44473574,8.941075984,67.79377746,Yes,Yes,4.746877917,4,88.92054241
879,5/28/2021,5/29/2021,6/2/2021,1631,Africa,Tokyo,Toys,Sea,53.51698606,Delayed,37,23.61043972,55.45861997,FedEx,2.400506335,9.645801858,422.0217869,No,Yes,2.984139238,7,90.71707679
880,5/29/2021,5/30/2021,6/3/2021,1905,Asia,Johannesburg,Food,Sea,71.68964701,Delayed,34,89.79954704,3882.35067,UPS,14.90084497,4.787016819,121.1006804,No,No,1.984296569,3,80.31877657
881,5/30/2021,5/31/2021,6/2/2021,4919,North America,Tokyo,Electronics,Sea,80.11048545,On-Time,23,86.34746029,3256.419083,UPS,3.984192357,1.040102977,501.3898211,Yes,Yes,3.328037124,3,95.00029436
882,5/31/2021,6/2/2021,6/4/2021,4471,North America,São Paulo,Furniture,Air,11.80474388,Delayed,45,51.15378902,1070.997499,FedEx,16.2088334,7.852946667,450.5975645,No,No,2.679735354,7,85.6130367
883,6/1/2021,6/4/2021,6/7/2021,4253,North America,São Paulo,Toys,Sea,90.14226166,On-Time,29,43.6084489,1880.007072,DHL,5.025845896,6.971413505,472.1657753,Yes,Yes,1.823794579,9,88.59725442
884,6/2/2021,6/6/2021,6/10/2021,3014,Asia,São Paulo,Furniture,Air,61.23532447,Delayed,35,37.99717031,48.9554055,FedEx,8.218034944,3.546708266,93.06473695,Yes,Yes,2.694705638,6,90.17697542
885,6/3/2021,6/7/2021,6/12/2021,2641,Africa,Johannesburg,Electronics,Ground,83.07182035,On-Time,11,70.87315791,3471.482237,UPS,15.70288573,8.87407474,393.5355242,Yes,Yes,3.655559343,5,98.85174591
886,6/4/2021,6/5/2021,6/8/2021,4800,North America,São Paulo,Toys,Sea,82.7144227,On-Time,48,67.33077269,1620.114006,FedEx,19.17616443,9.758318898,768.6596566,No,Yes,1.283653243,9,81.88449879
887,6/5/2021,6/6/2021,6/12/2021,1204,Africa,New York,Furniture,Ground,27.08673942,On-Time,33,20.01997039,2862.228687,UPS,8.685811112,5.578538491,400.4686547,Yes,No,2.333672006,6,90.55031168
888,6/6/2021,6/8/2021,6/11/2021,1581,Asia,São Paulo,Furniture,Sea,19.91549082,Delayed,11,67.31007411,4784.070863,FedEx,16.92920396,5.657279113,729.413355,No,No,1.07117956,9,90.08128877
889,6/7/2021,6/11/2021,6/10/2021,2579,Africa,Tokyo,Toys,Air,74.91585421,On-Time,9,25.61690381,1504.338898,FedEx,5.434260779,2.975135051,401.0047875,No,No,3.997982022,4,81.30928422
890,6/8/2021,6/9/2021,6/11/2021,1840,Asia,Tokyo,Electronics,Air,24.07842269,Delayed,14,2.346554484,4951.287042,DHL,16.52923586,5.84506036,452.0774694,No,No,3.56276507,6,92.04482884
891,6/9/2021,6/12/2021,6/15/2021,2836,Asia,Tokyo,Furniture,Air,86.49437423,On-Time,9,70.07126341,3167.314646,UPS,13.83489307,4.396423205,585.6975072,No,No,1.250688539,8,85.45023424
892,6/10/2021,6/13/2021,6/14/2021,2251,South America,Johannesburg,Food,Ground,75.35705355,Delayed,39,64.65696344,1218.022445,UPS,5.46938313,3.021910269,953.14784,Yes,Yes,4.858950238,5,81.97159136
893,6/11/2021,6/12/2021,6/20/2021,2719,Asia,Tokyo,Toys,Sea,85.76428279,On-Time,48,41.37552161,2189.521636,UPS,7.445071286,0.671851965,153.4174243,Yes,Yes,1.090486229,9,83.39419669
894,6/12/2021,6/13/2021,6/18/2021,2642,Asia,Johannesburg,Apparel,Ground,36.91114116,Delayed,3,52.80576256,3704.861081,DHL,4.371875995,2.527078597,81.26808023,No,No,3.359842586,5,95.64846143
895,6/13/2021,6/17/2021,6/18/2021,3643,Europe,Johannesburg,Apparel,Air,38.49382544,On-Time,29,94.74333457,2237.924759,FedEx,8.893406199,1.978546497,627.5593246,Yes,Yes,4.105469847,3,81.97837049
896,6/14/2021,6/18/2021,6/20/2021,4921,North America,São Paulo,Electronics,Ground,70.40994007,On-Time,19,59.722418,351.852761,DHL,5.66567554,5.420419846,951.6422345,No,No,4.151585252,8,88.87162038
897,6/15/2021,6/17/2021,6/23/2021,3297,South America,New York,Food,Air,12.83013596,On-Time,36,65.95945157,851.3322703,FedEx,13.59196317,6.016700218,990.2369759,No,Yes,1.137140542,4,83.7101893
898,6/16/2021,6/20/2021,6/19/2021,1874,South America,São Paulo,Furniture,Air,75.38470717,Delayed,32,6.859176434,3958.575751,DHL,19.90109188,6.085717243,509.956035,Yes,No,4.625660531,3,83.08407738
899,6/17/2021,6/20/2021,6/20/2021,2464,South America,São Paulo,Apparel,Air,85.22047638,On-Time,7,17.01644884,3245.381648,DHL,2.216164936,3.88181001,494.67754,No,Yes,4.673806688,6,83.90852343
900,6/18/2021,6/21/2021,6/25/2021,4604,Europe,Johannesburg,Electronics,Sea,47.36472279,On-Time,28,30.4447515,2853.429132,UPS,11.73655664,4.212297337,662.7155822,Yes,Yes,3.245561493,6,89.36287576
901,6/19/2021,6/20/2021,6/26/2021,3243,Asia,Johannesburg,Food,Sea,78.83909471,On-Time,44,54.16824214,846.4336341,DHL,12.32599876,8.342384296,577.8530193,No,No,2.928332796,7,84.51798
902,6/20/2021,6/24/2021,6/29/2021,1689,North America,Tokyo,Food,Air,25.71498253,On-Time,18,77.77079415,4190.409652,FedEx,18.45575821,4.762328135,652.3836547,No,Yes,1.179469852,3,81.83792606
903,6/21/2021,6/23/2021,6/26/2021,3010,Africa,Tokyo,Electronics,Ground,39.00343544,Delayed,5,32.46346734,4804.093147,DHL,11.10809603,9.877733321,880.2994543,No,No,3.24781657,8,95.22661652
904,6/22/2021,6/25/2021,6/30/2021,4590,Asia,São Paulo,Electronics,Ground,97.68744668,On-Time,23,35.96005183,214.0266165,DHL,11.78662555,4.3961723,758.990861,No,Yes,2.637516327,3,90.25660666
905,6/23/2021,6/26/2021,6/27/2021,4141,Europe,Berlin,Furniture,Sea,98.76953562,On-Time,22,25.98701307,399.3790346,FedEx,10.48975042,6.495809446,522.0335221,Yes,No,4.09122563,3,82.9802194
906,6/24/2021,6/26/2021,6/30/2021,3686,Asia,Berlin,Electronics,Air,56.13445477,Delayed,26,25.83362826,4424.775272,UPS,6.840277482,0.50362999,488.7712361,No,Yes,2.615534268,3,88.95716712
907,6/25/2021,6/27/2021,7/4/2021,2422,Asia,Tokyo,Furniture,Ground,94.08428123,Delayed,42,94.91195267,4079.605748,FedEx,3.008524398,6.533399244,657.6216611,No,No,3.734323333,5,81.2988875
908,6/26/2021,6/29/2021,7/1/2021,3001,Europe,Berlin,Furniture,Air,57.04576103,Delayed,12,63.72798937,3093.492933,FedEx,9.35583828,8.514263944,482.9209702,Yes,Yes,1.405632585,7,91.02816741
909,6/27/2021,6/30/2021,7/4/2021,1671,South America,Tokyo,Toys,Ground,36.24293153,On-Time,40,16.01217373,4725.376393,FedEx,2.946646482,9.424578385,484.8903837,No,Yes,1.531809083,9,86.46579157
910,6/28/2021,6/30/2021,7/4/2021,4831,South America,Johannesburg,Food,Sea,34.02093593,Delayed,19,72.36373352,3235.688584,DHL,11.90886445,9.973206116,65.4906067,No,No,1.558840763,4,81.96704206
911,6/29/2021,7/2/2021,7/6/2021,4274,North America,São Paulo,Food,Air,93.65551348,Delayed,47,72.34110376,1087.766526,DHL,7.531285578,2.821786456,215.3609305,No,No,1.182101999,4,83.48923315
912,6/30/2021,7/1/2021,7/6/2021,2171,North America,New York,Food,Air,25.52017501,Delayed,1,66.81378451,3645.925195,FedEx,11.60484323,5.753700648,514.087958,No,No,3.165315437,4,86.56835139
913,7/1/2021,7/2/2021,7/5/2021,2495,South America,São Paulo,Toys,Ground,62.16692124,On-Time,3,13.90468429,3232.09462,FedEx,4.417345359,4.507179855,831.5207861,No,No,4.175870904,5,95.32174163
914,7/2/2021,7/4/2021,7/7/2021,4726,Africa,Tokyo,Furniture,Ground,59.99725613,On-Time,27,41.09515261,4928.866063,UPS,18.78733938,5.638174806,314.7906564,No,Yes,3.441644815,7,83.30135823
915,7/3/2021,7/7/2021,7/9/2021,1943,Asia,Tokyo,Furniture,Ground,76.56595162,On-Time,18,11.12225488,1077.339725,DHL,18.10138238,1.574529572,546.5112615,Yes,Yes,3.299819542,8,82.08362021
916,7/4/2021,7/6/2021,7/12/2021,3246,Africa,São Paulo,Electronics,Air,54.93186168,Delayed,30,81.75374016,2993.445832,DHL,5.419937166,8.561495726,377.7139805,No,Yes,3.722495714,7,89.80284112
917,7/5/2021,7/7/2021,7/14/2021,4988,Asia,Tokyo,Toys,Sea,34.50570946,On-Time,2,65.68962825,3903.035936,DHL,8.181997099,9.095689433,149.5637901,Yes,Yes,2.358581292,5,90.61524232
918,7/6/2021,7/10/2021,7/9/2021,2449,South America,Berlin,Electronics,Sea,25.24568497,Delayed,5,50.96679171,1701.525616,DHL,13.04286989,4.496616631,960.3835589,No,Yes,2.447816287,8,81.71458504
919,7/7/2021,7/11/2021,7/15/2021,4737,North America,Berlin,Toys,Ground,65.87369232,Delayed,29,34.63003991,1904.60112,FedEx,3.722351732,2.804298616,861.9401767,Yes,No,2.257080393,3,85.4052051
